N E Topografia b-sedidmentos b-basalto b-and-cuater b-toba b-and-terc b-lechos
2188.5 545.5 -1.839 -1.839 -1.829 -1.685797697 -1.485797697 -1.485797697 -1.385797697
2188.5 546.5 -1.907 -1.907 -1.897 -1.726627713 -1.526627713 -1.526627713 -1.426627713
2188.5 547.5 -1.957 -1.957 -1.947 -1.758713862 -1.558713862 -1.558713862 -1.458713862
2188.5 548.5 -2.022 -2.022 -2.012 -1.769666848 -1.569666848 -1.569666848 -1.469666848
2188.5 549.5 -2.1 -2.1 -2.09 -1.752451072 -1.552451072 -1.552451072 -1.452451072
2188.5 550.5 -2.101 -2.101 -2.091 -1.713841599 -1.513841599 -1.513841599 -1.413841599
2188.5 551.5 -2.077 -2.077 -2.067 -1.67201092 -1.47201092 -1.47201092 -1.37201092
2188.5 552.5 -2.155 -2.155 -2.145 -1.639989974 -1.439989974 -1.439989974 -1.339989974
2188.5 553.5 -2.2 -2.2 -2.19 -1.624616776 -1.424616776 -1.424616776 -1.324616776
2188.5 554.5 -2.178 -2.178 -2.168 -1.652168855 -1.452168855 -1.450804595 -1.350804595
2188.5 555.5 -2.104 -2.104 -2.094 -1.730914029 -1.530914029 -1.494541782 -1.394541782
2188.5 556.5 -2.046 -2.046 -2.036 -1.809516816 -1.609516816 -1.554334787 -1.454334787
2188.5 557.5 -1.985 -1.985 -1.975 -1.863393418 -1.663393418 -1.636834356 -1.536834356
2188.5 558.5 -1.941 -1.941 -1.931 -1.916422182 -1.73493275 -1.73493275 -1.63493275
2188.5 559.5 -1.962 -1.962 -1.952 -1.952 -1.822408964 -1.822408964 -1.728346858
2188.5 560.5 -1.963 -1.963 -1.953 -1.953 -1.862324394 -1.862324394 -1.79583353
2188.5 561.5 -1.979 -1.979 -1.969 -1.969 -1.969 -1.853992735 -1.828251531
2188.5 562.5 -2.055 -2.055 -2.055 -2.055 -2.045 -1.823609307 -1.823609307
2188.5 563.5 -2.258 -2.258 -2.258 -2.258 -2.248 -1.795761329 -1.795761329
2188.5 564.5 -2.246 -2.246 -2.246 -2.246 -2.236 -1.781900875 -1.761238564
2188.5 565.5 -2.141 -2.141 -2.141 -2.141 -2.131 -1.792414511 -1.728893105
2188.5 566.5 -2.163 -2.163 -2.153 -2.153 -1.953 -1.812417508 -1.712417508
2188.5 567.5 -2.253 -2.253 -2.253 -2.253 -2.053 -1.818584057 -1.718584057
2188.5 568.5 -2.232 -2.232 -2.222 -2.216258077 -2.016258077 -1.826842564 -1.726842564
2189.5 436 -1.78 -0.98 -0.98 -0.5221456904 -0.3221456904 -0.3221456904 -0.2221456904
2189.5 536.5 -1.854 -1.721287794 -1.701958215 -1.636535824 -1.436535824 -1.434247946 -1.334247946
2189.5 537.5 -1.926 -1.916 -1.643773648 -1.643773648 -1.531536568 -1.429528016 -1.32963146
2189.5 538.5 -1.943 -1.933 -1.641922508 -1.641528208 -1.526870815 -1.423767211 -1.323767211
2189.5 539.5 -1.893 -1.848115781 -1.768897552 -1.631803242 -1.431803242 -1.419643184 -1.319643184
2189.5 540.5 -1.931 -1.820286404 -1.820286404 -1.624376865 -1.424376865 -1.420076302 -1.320076302
2189.5 541.5 -1.958 -1.876600476 -1.876600476 -1.620869226 -1.420869226 -1.420869226 -1.320869226
2189.5 542.5 -1.884 -1.871398341 -1.871398341 -1.617243762 -1.418610151 -1.418610151 -1.318610151
2189.5 543.5 -1.812 -1.802 -1.7460247 -1.615871843 -1.419299713 -1.419299713 -1.319299713
2189.5 544.5 -1.796 -1.738143008 -1.738143008 -1.628290412 -1.428290412 -1.428290412 -1.328290412
2189.5 545.5 -1.804 -1.794 -1.782225982 -1.648261404 -1.448466698 -1.448466698 -1.348466698
2189.5 546.5 -1.826 -1.826 -1.816 -1.682172097 -1.482172097 -1.482172097 -1.382172097
2189.5 547.5 -1.847 -1.847 -1.837 -1.718547369 -1.518547369 -1.518547369 -1.418547369
2189.5 548.5 -1.872 -1.872 -1.862 -1.743886171 -1.543886171 -1.543886171 -1.443886171
2189.5 549.5 -1.905 -1.905 -1.895 -1.742362359 -1.542362359 -1.542362359 -1.442362359
2189.5 550.5 -1.944 -1.944 -1.934 -1.709918043 -1.509918043 -1.509918043 -1.409918043
2189.5 551.5 -2.014 -2.014 -2.004 -1.651869695 -1.451869695 -1.451869695 -1.351869695
2189.5 552.5 -2.048 -2.048 -2.038 -1.591743298 -1.391743298 -1.391743298 -1.291743298
2189.5 553.5 -2.079 -2.079 -2.069 -1.571958351 -1.371958351 -1.371958351 -1.271958351
2189.5 554.5 -2.161 -2.161 -2.151 -1.642405426 -1.442405426 -1.414196709 -1.314196709
2189.5 555.5 -2.293 -2.293 -2.283 -1.838151973 -1.638151973 -1.50004121 -1.40004121
2189.5 556.5 -2.209 -2.209 -2.199 -2.049441667 -1.849441667 -1.622882251 -1.522882251
2189.5 557.5 -2.147 -2.147 -2.137 -2.117958322 -1.917958322 -1.775414982 -1.675414982
2189.5 558.5 -2.154 -2.154 -2.144 -2.144 -1.944 -1.923968809 -1.823968809
2189.5 559.5 -2.246 -2.246 -2.236 -2.220516154 -2.020516154 -2.020516154 -1.920516154
2189.5 560.5 -2.214 -2.214 -2.204 -2.204 -2.035030837 -2.035030837 -1.946861035
2189.5 561.5 -2.109 -2.109 -2.099 -2.099 -1.984085161 -1.984085161 -1.920802437
2189.5 562.5 -2.067 -2.067 -2.067 -2.067 -2.057 -1.886492035 -1.862727768
2189.5 563.5 -2.09 -2.09 -2.09 -2.09 -2.08 -1.793727967 -1.793727967
2189.5 564.5 -2.033 -2.033 -2.033 -2.033 -2.023 -1.74395192 -1.74395192
2189.5 565.5 -2.027 -2.027 -2.014780839 -2.014780839 -2.014780839 -1.745380911 -1.715593452
2189.5 566.5 -2.051 -2.051 -2.041 -2.041 -1.924082206 -1.780744339 -1.702372851
2189.5 567.5 -2.21 -2.21 -2.2 -2.13058532 -1.93058532 -1.814732686 -1.714732686
2189.5 568.5 -2.302 -2.302 -2.292 -2.171704072 -1.971704072 -1.840145897 -1.740145897
2190.5 436 -1.83 -1.03 -1.03 -0.6756322476 -0.4756322476 -0.4756322476 -0.3756322476
2190.5 536.5 -1.963 -1.590124363 -1.590124363 -1.590124363 -1.390124363 -1.388875793 -1.288875793
2190.5 537.5 -2.061 -1.628504636 -1.628504636 -1.628504636 -1.428504636 -1.382907387 -1.282907387
2190.5 538.5 -2.038 -1.635929252 -1.635929252 -1.635929252 -1.435929252 -1.373064646 -1.273064646
2190.5 539.5 -1.924 -1.752223211 -1.752223211 -1.615480907 -1.415480907 -1.362864731 -1.262864731
2190.5 540.5 -1.845 -1.835 -1.768271912 -1.593478446 -1.393478446 -1.3617422 -1.262075712
2190.5 541.5 -1.863 -1.818506638 -1.755162512 -1.586890656 -1.386890656 -1.370680241 -1.270680241
2190.5 542.5 -1.847 -1.737094973 -1.737094973 -1.594430383 -1.394430383 -1.385393491 -1.285393491
2190.5 543.5 -1.804 -1.792417574 -1.767815092 -1.616115403 -1.416115403 -1.405474689 -1.305474689
2190.5 544.5 -1.791 -1.77376498 -1.77376498 -1.656812214 -1.456812214 -1.434088115 -1.334088115
2190.5 545.5 -1.807 -1.797 -1.779170892 -1.707821691 -1.507821691 -1.47080589 -1.37080589
2190.5 546.5 -1.858 -1.858 -1.848 -1.768145792 -1.568145792 -1.513990134 -1.413990134
2190.5 547.5 -1.893 -1.893 -1.883 -1.838210923 -1.638210923 -1.555603054 -1.455603054
2190.5 548.5 -1.948 -1.948 -1.938 -1.902465511 -1.702465511 -1.584628474 -1.484628474
2190.5 549.5 -1.957 -1.957 -1.947 -1.929701676 -1.729701676 -1.587385035 -1.487385035
2190.5 550.5 -2.051 -2.051 -2.041 -1.864204189 -1.664204189 -1.55380474 -1.45380474
2190.5 551.5 -2.001 -2.001 -1.991 -1.729578005 -1.529578005 -1.481748992 -1.381748992
2190.5 552.5 -1.956 -1.956 -1.946 -1.5953143 -1.3953143 -1.3953143 -1.2953143
2190.5 553.5 -2.018 -2.018 -2.008 -1.540754225 -1.340754225 -1.340754225 -1.240754225
2190.5 554.5 -2.041 -2.041 -2.031 -1.594563686 -1.394563686 -1.365302469 -1.265302469
2190.5 555.5 -2.106 -2.106 -2.096 -1.839163581 -1.639163581 -1.449059932 -1.349059932
2190.5 556.5 -2.184 -2.184 -2.184 -2.184 -1.984 -1.585500796 -1.485500796
2190.5 557.5 -2.159 -2.159 -2.149 -2.149 -1.949 -1.760669482 -1.660669482
2190.5 558.5 -2.289 -2.289 -2.279 -2.209361813 -2.009361813 -1.937672653 -1.837672653
2190.5 559.5 -2.538 -2.538 -2.528 -2.290284784 -2.090284784 -2.060897495 -1.960897495
2190.5 560.5 -2.56 -2.56 -2.55 -2.302725075 -2.102725075 -2.09519379 -1.99519379
2190.5 561.5 -2.357 -2.357 -2.347 -2.243338683 -2.043338683 -2.043338683 -1.943338683
2190.5 562.5 -2.086 -2.086 -2.076 -2.076 -1.910754742 -1.910754742 -1.862407983
2190.5 563.5 -1.984 -1.974 -1.974 -1.974 -1.955827836 -1.79219204 -1.785361489
2190.5 564.5 -1.974 -1.964 -1.948842479 -1.948842479 -1.948842479 -1.727351444 -1.727351444
2190.5 565.5 -1.994 -1.984 -1.984 -1.984 -1.984 -1.720812925 -1.70376044
2190.5 566.5 -2.075 -2.075 -2.075 -2.075 -2.043514707 -1.767696745 -1.702218772
2190.5 567.5 -2.141 -2.141 -2.131 -2.131 -1.931 -1.829639792 -1.729639792
2190.5 568.5 -2.244 -2.244 -2.234 -2.18575517 -1.98575517 -1.878691278 -1.778691278
2191.5 436 -1.875 -1.075 -1.075 -0.9019179714 -0.7019179714 -0.6981752408 -0.5981752408
2191.5 536.5 -1.95 -1.496954105 -1.496954105 -1.496954105 -1.296954105 -1.296954105 -1.198284492
2191.5 537.5 -2.19 -2.19 -2.18 -1.58 -1.38 -1.292102881 -1.192102881
2191.5 538.5 -2.171 -2.171 -2.161 -1.608089946 -1.408089946 -1.27767051 -1.179360324
2191.5 539.5 -1.891 -1.82927998 -1.817411801 -1.595804716 -1.494823154 -1.26201243 -1.171983365
2191.5 540.5 -1.809 -1.759097196 -1.697971545 -1.591751448 -1.485839858 -1.270759272 -1.179146345
2191.5 541.5 -1.821 -1.661975133 -1.661975133 -1.600981278 -1.400981278 -1.302388924 -1.204258685
2191.5 542.5 -1.827 -1.613454251 -1.613454251 -1.613454251 -1.413454251 -1.346698318 -1.246698318
2191.5 543.5 -1.791 -1.748778168 -1.748778168 -1.649701631 -1.449701631 -1.400720223 -1.300720223
2191.5 544.5 -1.812 -1.802 -1.802 -1.733708453 -1.533708453 -1.46803655 -1.36803655
2191.5 545.5 -1.966 -1.966 -1.919004345 -1.862884738 -1.662884738 -1.544958329 -1.444958329
2191.5 546.5 -1.999 -1.999 -1.989 -1.989 -1.989 -1.618553217 -1.518553217
2191.5 547.5 -2.214 -2.214 -2.204 -2.079257738 -1.879257738 -1.673367135 -1.573367135
2191.5 548.5 -2.252 -2.252 -2.242 -2.242 -2.042 -1.703934627 -1.603934627
2191.5 549.5 -2.696 -2.696 -2.686 -2.340063813 -2.140063813 -1.708024932 -1.608024932
2191.5 550.5 -2.81 -2.81 -2.8 -2.2 -2 -1.66641737 -1.56641737
2191.5 551.5 -2.597 -2.597 -2.559997881 -1.959997881 -1.759997881 -1.575144757 -1.475144757
2191.5 552.5 -2.206 -2.206 -2.196 -1.695316995 -1.495316995 -1.462907141 -1.362907141
2191.5 553.5 -1.98 -1.98 -1.97 -1.56039016 -1.371722976 -1.371722976 -1.271722976
2191.5 554.5 -1.972 -1.926472528 -1.926472528 -1.555419597 -1.355419597 -1.349916478 -1.249916478
2191.5 555.5 -1.966 -1.956 -1.838060269 -1.694622047 -1.494622047 -1.388558514 -1.288558514
2191.5 556.5 -1.992 -1.982 -1.917262493 -1.879320407 -1.879320407 -1.483840397 -1.383840397
2191.5 557.5 -2.056 -2.056 -1.944155639 -1.944155639 -1.944155639 -1.61943323 -1.520036852
2191.5 558.5 -2.121 -2.121 -2.004365744 -2.004365744 -2.004365744 -1.764766179 -1.668145228
2191.5 559.5 -2.36 -2.36 -2.294574876 -2.082473141 -1.882473141 -1.882473141 -1.784727622
2191.5 560.5 -2.593 -2.593 -2.583 -2.13767433 -1.93767433 -1.93767433 -1.838251408
2191.5 561.5 -2.39 -2.39 -2.38 -2.113423912 -1.913423912 -1.913423912 -1.827562396
2191.5 562.5 -2.065 -2.065 -1.996585201 -1.996585201 -1.996585201 -1.825172356 -1.783945625
2191.5 563.5 -2.028 -1.938603916 -1.938603916 -1.938603916 -1.863539171 -1.746986782 -1.737571509
2191.5 564.5 -1.969 -1.959 -1.958817294 -1.958817294 -1.958817294 -1.704715037 -1.702848786
2191.5 565.5 -2.036 -2.036 -2.036 -2.036 -2.026 -1.713040277 -1.689941179
2191.5 566.5 -2.187 -2.187 -2.187 -2.187 -2.017859753 -1.768109013 -1.701395724
2191.5 567.5 -2.231 -2.231 -2.221 -2.179204308 -1.979204308 -1.841269441 -1.741269441
2191.5 568.5 -2.336 -2.336 -2.326 -2.184807654 -1.984807654 -1.905936541 -1.805936541
2192.5 436 -1.835 -1.37208595 -1.37208595 -1.211873427 -1.011873427 -0.9619627404 -0.8619627404
2192.5 536.5 -1.874 -1.62677666 -1.62677666 -1.343201554 -1.143201554 -1.143201554 -1.076214111
2192.5 537.5 -2.041 -2.041 -2.031 -1.436650969 -1.236650969 -1.134966849 -1.067234827
2192.5 538.5 -2.003 -2.003 -1.993 -1.507696464 -1.507696464 -1.124851356 -1.059380234
2192.5 539.5 -1.842 -1.832 -1.581540072 -1.581540072 -1.581540072 -1.131443872 -1.062526691
2192.5 540.5 -1.79 -1.78 -1.666407967 -1.666407967 -1.666407967 -1.169753512 -1.086242479
2192.5 541.5 -1.786 -1.759352445 -1.742001237 -1.697088754 -1.568560165 -1.230869443 -1.134647946
2192.5 542.5 -1.791 -1.772816711 -1.753774213 -1.688473137 -1.488473137 -1.307246487 -1.207246487
2192.5 543.5 -1.802 -1.783952536 -1.781014132 -1.706286469 -1.506286469 -1.401983466 -1.301983466
2192.5 544.5 -1.833 -1.823 -1.809983106 -1.809983106 -1.735838379 -1.51811388 -1.41811388
2192.5 545.5 -2.118 -2.118 -2.108 -2.034792118 -1.834792118 -1.649920159 -1.549920159
2192.5 546.5 -2.3 -2.3 -2.29 -2.29 -2.09 -1.774331162 -1.674331162
2192.5 547.5 -2.295 -2.295 -2.285 -2.285 -2.214609425 -1.859568497 -1.759568497
2192.5 548.5 -2.822 -2.822 -2.812 -2.674510068 -2.474510068 -1.906008209 -1.807591211
2192.5 549.5 -3.037 -3.037 -3.027 -2.710843896 -2.510843896 -1.910843896 -1.810843896
2192.5 550.5 -2.909 -2.909 -2.899 -2.508519518 -2.308519518 -1.843662712 -1.743662712
2192.5 551.5 -2.672 -2.672 -2.662 -2.187193519 -1.987193519 -1.724983854 -1.624983854
2192.5 552.5 -2.312 -2.312 -2.302 -1.879654434 -1.679654434 -1.590788486 -1.490788486
2192.5 553.5 -2.084 -2.034627038 -2.034627038 -1.682233217 -1.482233217 -1.472043594 -1.372043594
2192.5 554.5 -2.055 -1.910362103 -1.910362103 -1.595251779 -1.395251779 -1.390499512 -1.290499512
2192.5 555.5 -2.014 -1.992807741 -1.992807741 -1.588089747 -1.388089747 -1.35364228 -1.25364228
2192.5 556.5 -1.978 -1.968 -1.777897087 -1.607908127 -1.504916048 -1.364623475 -1.264623475
2192.5 557.5 -1.994 -1.994 -1.627682245 -1.627682245 -1.627682245 -1.416306829 -1.324414687
2192.5 558.5 -2.008 -2.008 -1.653475574 -1.653475574 -1.653475574 -1.49319246 -1.415820872
2192.5 559.5 -2.106 -2.106 -1.752271542 -1.704038665 -1.704038665 -1.574069636 -1.508802609
2192.5 560.5 -2.131 -2.131 -1.781665921 -1.758496047 -1.758496047 -1.631142957 -1.578662859
2192.5 561.5 -2.088 -2.088 -1.788154115 -1.788154115 -1.788154115 -1.652061713 -1.619091971
2192.5 562.5 -1.987 -1.987 -1.816379626 -1.816379626 -1.816379626 -1.653696221 -1.639892521
2192.5 563.5 -1.985 -1.959222469 -1.888051894 -1.888051894 -1.888051894 -1.65857145 -1.650683126
2192.5 564.5 -1.982 -1.982 -1.982 -1.982 -1.972 -1.673483823 -1.658287402
2192.5 565.5 -1.974 -1.974 -1.974 -1.974 -1.964 -1.713603294 -1.671419016
2192.5 566.5 -2.103 -2.103 -2.103 -2.103 -1.942427127 -1.775506361 -1.699153502
2192.5 567.5 -2.246 -2.246 -2.236 -2.158183791 -1.958183791 -1.845888449 -1.74731039
2192.5 568.5 -2.287 -2.287 -2.277 -2.155184943 -1.955184943 -1.913078653 -1.813078653
2193.5 436 -1.767 -1.767 -1.757 -1.589623399 -1.389623399 -1.246975406 -1.146975406
2193.5 536.5 -1.775 -1.775 -1.744698603 -1.144698603 -1.144698603 -0.9544149555 -0.9409132225
2193.5 537.5 -1.787 -1.777 -1.377 -1.243886466 -1.243886466 -0.9423217987 -0.9315985065
2193.5 538.5 -1.784 -1.774 -1.38438946 -1.38438946 -1.38438946 -0.9534265121 -0.9301901405
2193.5 539.5 -1.814 -1.804 -1.607130167 -1.607130167 -1.607130167 -1.007130167 -0.9471967068
2193.5 540.5 -1.864 -1.864 -1.864 -1.864 -1.684364256 -1.084364256 -0.9920323292
2193.5 541.5 -1.867 -1.867 -1.867 -1.867 -1.768493237 -1.168493237 -1.068493237
2193.5 542.5 -1.845 -1.835 -1.835 -1.796863395 -1.729118972 -1.269419547 -1.169419547
2193.5 543.5 -1.851 -1.841 -1.823113619 -1.771714961 -1.653134248 -1.405096374 -1.305096374
2193.5 544.5 -1.866 -1.856 -1.856 -1.856 -1.743760026 -1.572808233 -1.472808233
2193.5 545.5 -2.165 -2.165 -2.155 -2.085605763 -1.885605763 -1.75900566 -1.65900566
2193.5 546.5 -2.525 -2.525 -2.515 -2.325028828 -2.125028828 -1.937456907 -1.837456907
2193.5 547.5 -2.552 -2.552 -2.542 -2.542 -2.342 -2.082881478 -1.982881478
2193.5 548.5 -3.039 -3.039 -3.029 -2.97578926 -2.77578926 -2.17578926 -2.07578926
2193.5 549.5 -3.1 -3.1 -3.09 -2.96437397 -2.76437397 -2.16437397 -2.06437397
2193.5 550.5 -2.821 -2.821 -2.811 -2.762082428 -2.562082428 -2.048680788 -1.948680788
2193.5 551.5 -2.431 -2.431 -2.421 -2.420498198 -2.220498198 -1.900292013 -1.800292013
2193.5 552.5 -2.405 -2.405 -2.395 -2.129939087 -1.929939087 -1.752420703 -1.652420703
2193.5 553.5 -2.409 -2.409 -2.399 -1.899072911 -1.699072911 -1.606586599 -1.506586599
2193.5 554.5 -2.325 -2.325 -2.315 -1.715 -1.515 -1.463991577 -1.363991577
2193.5 555.5 -2.171 -2.171 -2.161 -1.561 -1.361 -1.338584439 -1.238584439
2193.5 556.5 -2.051 -2.051 -2.021476476 -1.421476476 -1.245727325 -1.245727325 -1.145727325
2193.5 557.5 -1.971 -1.971 -1.784270766 -1.310297837 -1.198735004 -1.198735004 -1.114091639
2193.5 558.5 -1.959 -1.91108607 -1.51108607 -1.255914562 -1.255914562 -1.191760447 -1.139309808
2193.5 559.5 -1.956 -1.946 -1.546 -1.263001126 -1.263001126 -1.220838047 -1.20248661
2193.5 560.5 -1.947 -1.937 -1.537 -1.326417225 -1.326417225 -1.283593395 -1.283593395
2193.5 561.5 -1.935 -1.925 -1.525 -1.443970718 -1.443970718 -1.370959677 -1.370959677
2193.5 562.5 -1.952 -1.885283383 -1.609925066 -1.609925066 -1.609925066 -1.465252719 -1.465252719
2193.5 563.5 -1.964 -1.830015025 -1.790798501 -1.783291292 -1.716699029 -1.558115835 -1.544906051
2193.5 564.5 -1.969 -1.919011262 -1.919011262 -1.919011262 -1.777270484 -1.642098294 -1.604023502
2193.5 565.5 -2.021 -2.021 -2.021 -2.021 -1.9562472 -1.717035684 -1.650237481
2193.5 566.5 -2.173 -2.173 -2.173 -2.173 -2.033434162 -1.785852852 -1.696313226
2193.5 567.5 -2.134 -2.134 -2.134 -2.134 -2.062606897 -1.85143904 -1.75143904
2193.5 568.5 -2.105 -2.105 -2.105 -2.105 -2.095 -1.915825121 -1.815825121
2294 436 -1.869 -1.069 -1.069 -0.469 -0.269 -0.269 -0.169
2294 536.5 -1.845 -1.452197666 -1.452197666 -1.452197666 -1.252197666 -0.9174161842 -0.8174161842
2294 537.5 -1.918 -1.889279122 -1.889279122 -1.755138357 -1.555138357 -1.048657879 -0.9486578786
2294 538.5 -1.972 -1.972 -1.972 -1.972 -1.772 -1.172 -1.072
2294 539.5 -1.944 -1.944 -1.944 -1.944 -1.744 -1.26188504 -1.16188504
2294 540.5 -2.126 -2.126 -2.126 -2.126 -1.926 -1.336174125 -1.236174125
2294 541.5 -2.197 -2.197 -2.197 -2.197 -1.997 -1.397 -1.297
2294 542.5 -1.987 -1.977 -1.977 -1.977 -1.783858118 -1.434140054 -1.334140054
2294 543.5 -2.053 -1.822384576 -1.822384576 -1.822384576 -1.622384576 -1.506233269 -1.406233269
2294 544.5 -1.955 -1.955 -1.945 -1.839252263 -1.639252263 -1.629193608 -1.529193608
2294 545.5 -2.035 -2.035 -2.025 -1.993286105 -1.793286105 -1.793286105 -1.693286105
2294 546.5 -2.485 -2.485 -2.475 -2.192886008 -1.992886008 -1.992886008 -1.892886008
2294 547.5 -2.67 -2.67 -2.66 -2.357202923 -2.157202923 -2.157202923 -2.057202923
2294 548.5 -2.633 -2.633 -2.623 -2.45556841 -2.25556841 -2.25556841 -2.15556841
2294 549.5 -2.495 -2.495 -2.485 -2.485 -2.297185158 -2.297185158 -2.197185158
2294 550.5 -2.586 -2.586 -2.576 -2.554260137 -2.354260137 -2.354260137 -2.254260137
2294 551.5 -2.668 -2.668 -2.658 -2.622003205 -2.422003205 -2.422003205 -2.322003205
2294 552.5 -2.721 -2.721 -2.711 -2.648067787 -2.448067787 -2.448067787 -2.348067787
2294 553.5 -2.699 -2.699 -2.689 -2.600758735 -2.400758735 -2.400758735 -2.300758735
2294 554.5 -2.58 -2.58 -2.57 -2.449126043 -2.249126043 -2.249126043 -2.149126043
2294 555.5 -2.399 -2.399 -2.389 -2.184134688 -1.984134688 -1.984134688 -1.884134688
2294 556.5 -2.213 -2.213 -2.203 -1.815838504 -1.615838504 -1.615021888 -1.515021888
2294 557.5 -2.039 -2.039 -1.970968331 -1.370968331 -1.170968331 -1.156936937 -1.056936937
2294 558.5 -1.962 -1.162 -1.162 -0.8972756435 -0.6972756435 -0.6972756435 -0.5972756435
2294 559.5 -1.93 -1.13 -1.13 -0.546714189 -0.346714189 -0.346714189 -0.246714189
2294 560.5 -1.922 -1.122 -0.9768802329 -0.3768802329 -0.1768802329 -0.1768802329 -0.07688023292
2294 561.5 -1.934 -1.134 -0.9927224443 -0.3927224443 -0.1927224443 -0.1927224443 -0.09272244429
2294 562.5 -1.934 -1.134 -1.134 -0.5815051787 -0.3815051787 -0.3728553119 -0.2728553119
2294 563.5 -1.944 -1.144 -1.144 -0.9727965681 -0.7727965681 -0.6530166003 -0.5530166003
2294 564.5 -1.959 -1.491776407 -1.491776407 -1.491776407 -1.291776407 -0.9688510225 -0.8688510225
2294 565.5 -1.982 -1.982 -1.982 -1.982 -1.782 -1.263231757 -1.163231757
2294 566.5 -2.023 -2.023 -2.023 -2.023 -1.823 -1.496503022 -1.396503022
2294 567.5 -1.995 -1.995 -1.995 -1.995 -1.795 -1.66275687 -1.56275687
2294 568.5 -1.995 -1.995 -1.985 -1.985 -1.785 -1.785 -1.685
